Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,22-01-2021,,,,,,,,
Gegevens beschikbaar:,28-06-1960,tot:,14-09-2018,,,,,,,,
Datum: ,22-01-2021,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B46D0802,001,11-02-2012,346,249,1718,,,,,,
B46D0802,001,12-02-2012,344,247,1720,,,,,,
B46D0802,001,13-02-2012,347,250,1717,,,,,,
B46D0802,001,14-02-2012,353,256,1711,,,,,,
B46D0802,001,15-02-2012,354,257,1710,,,,,,
B46D0802,001,16-02-2012,352,255,1712,,,,,,
B46D0802,001,17-02-2012,345,248,1719,,,,,,
B46D0802,001,18-02-2012,340,243,1724,,,,,,
B46D0802,001,19-02-2012,343,246,1721,,,,,,
B46D0802,001,20-02-2012,343,246,1721,,,,,,
B46D0802,001,21-02-2012,339,242,1725,,,,,,
B46D0802,001,22-02-2012,339,242,1725,,,,,,
B46D0802,001,23-02-2012,343,246,1721,,,,,,
B46D0802,001,24-02-2012,341,244,1723,,,,,,
B46D0802,001,25-02-2012,341,244,1723,,,,,,
B46D0802,001,26-02-2012,343,246,1721,,,,,,
B46D0802,001,27-02-2012,337,240,1727,,,,,,
B46D0802,001,28-02-2012,341,244,1723,,,,,,
B46D0802,001,29-02-2012,345,248,1719,,,,,,
B46D0802,001,01-03-2012,356,259,1708,,,,,,
B46D0802,001,02-03-2012,355,258,1709,,,,,,
B46D0802,001,03-03-2012,356,259,1708,,,,,,
B46D0802,001,04-03-2012,350,253,1714,,,,,,
B46D0802,001,05-03-2012,339,242,1725,,,,,,
B46D0802,001,06-03-2012,354,257,1710,,,,,,
B46D0802,001,07-03-2012,347,250,1717,,,,,,
B46D0802,001,08-03-2012,357,260,1707,,,,,,
B46D0802,001,09-03-2012,352,255,1712,,,,,,
B46D0802,001,10-03-2012,346,249,1718,,,,,,
B46D0802,001,11-03-2012,345,248,1719,,,,,,
B46D0802,001,12-03-2012,346,249,1718,,,,,,
B46D0802,001,13-03-2012,335,238,1729,,,,,,
B46D0802,001,14-03-2012,334,237,1730,,,,,,
B46D0802,001,15-03-2012,332,235,1732,,,,,,
B46D0802,001,16-03-2012,334,237,1730,,,,,,
B46D0802,001,17-03-2012,335,238,1729,,,,,,
B46D0802,001,18-03-2012,337,240,1727,,,,,,
B46D0802,001,19-03-2012,343,246,1721,,,,,,
B46D0802,001,20-03-2012,343,246,1721,,,,,,
B46D0802,001,21-03-2012,345,248,1719,,,,,,
B46D0802,001,22-03-2012,349,252,1715,,,,,,
B46D0802,001,23-03-2012,361,264,1703,,,,,,
B46D0802,001,24-03-2012,365,268,1699,,,,,,
B46D0802,001,25-03-2012,369,272,1695,,,,,,
B46D0802,001,26-03-2012,369,272,1695,,,,,,
B46D0802,001,27-03-2012,371,274,1693,,,,,,
B46D0802,001,28-03-2012,371,274,1693,,,,,,
B46D0802,001,29-03-2012,367,270,1697,,,,,,
B46D0802,001,30-03-2012,364,267,1700,,,,,,
B46D0802,001,31-03-2012,354,257,1710,,,,,,
B46D0802,001,01-04-2012,355,258,1709,,,,,,
B46D0802,001,02-04-2012,341,244,1723,,,,,,
B46D0802,001,03-04-2012,340,243,1724,,,,,,
B46D0802,001,04-04-2012,349,252,1715,,,,,,
B46D0802,001,05-04-2012,345,248,1719,,,,,,
B46D0802,001,06-04-2012,336,239,1728,,,,,,
B46D0802,001,07-04-2012,335,238,1729,,,,,,
B46D0802,001,08-04-2012,329,232,1735,,,,,,
B46D0802,001,09-04-2012,323,226,1741,,,,,,
B46D0802,001,10-04-2012,335,238,1729,,,,,,
B46D0802,001,11-04-2012,339,242,1725,,,,,,
B46D0802,001,12-04-2012,335,238,1729,,,,,,
B46D0802,001,13-04-2012,334,237,1730,,,,,,
B46D0802,001,14-04-2012,331,234,1733,,,,,,
B46D0802,001,15-04-2012,321,224,1743,,,,,,
B46D0802,001,16-04-2012,325,228,1739,,,,,,
B46D0802,001,17-04-2012,316,219,1748,,,,,,
B46D0802,001,18-04-2012,314,217,1750,,,,,,
B46D0802,001,19-04-2012,316,219,1748,,,,,,
B46D0802,001,20-04-2012,323,226,1741,,,,,,
B46D0802,001,21-04-2012,321,224,1743,,,,,,
B46D0802,001,22-04-2012,322,225,1742,,,,,,
B46D0802,001,23-04-2012,328,231,1736,,,,,,
B46D0802,001,24-04-2012,336,239,1728,,,,,,
B46D0802,001,25-04-2012,342,245,1722,,,,,,
B46D0802,001,26-04-2012,346,249,1718,,,,,,
B46D0802,001,27-04-2012,353,256,1711,,,,,,
B46D0802,001,28-04-2012,349,252,1715,,,,,,
B46D0802,001,29-04-2012,341,244,1723,,,,,,
B46D0802,001,30-04-2012,350,253,1714,,,,,,
B46D0802,001,01-05-2012,352,255,1712,,,,,,
B46D0802,001,02-05-2012,358,261,1706,,,,,,
B46D0802,001,03-05-2012,355,258,1709,,,,,,
B46D0802,001,04-05-2012,344,247,1720,,,,,,
B46D0802,001,05-05-2012,334,237,1730,,,,,,
B46D0802,001,06-05-2012,335,238,1729,,,,,,
B46D0802,001,07-05-2012,331,234,1733,,,,,,
B46D0802,001,08-05-2012,322,225,1742,,,,,,
B46D0802,001,09-05-2012,322,225,1742,,,,,,
B46D0802,001,10-05-2012,321,224,1743,,,,,,
B46D0802,001,11-05-2012,324,227,1740,,,,,,
B46D0802,001,12-05-2012,327,230,1737,,,,,,
B46D0802,001,13-05-2012,323,226,1741,,,,,,
B46D0802,001,14-05-2012,320,223,1744,,,,,,
B46D0802,001,15-05-2012,318,221,1746,,,,,,
B46D0802,001,16-05-2012,322,225,1742,,,,,,
B46D0802,001,17-05-2012,323,226,1741,,,,,,
B46D0802,001,18-05-2012,319,222,1745,,,,,,
B46D0802,001,19-05-2012,324,227,1740,,,,,,
B46D0802,001,20-05-2012,323,226,1741,,,,,,
B46D0802,001,21-05-2012,325,228,1739,,,,,,
B46D0802,001,22-05-2012,320,223,1744,,,,,,
B46D0802,001,23-05-2012,330,233,1734,,,,,,
B46D0802,001,24-05-2012,326,229,1738,,,,,,
B46D0802,001,25-05-2012,315,218,1749,,,,,,
B46D0802,001,26-05-2012,310,213,1754,,,,,,
B46D0802,001,27-05-2012,312,215,1752,,,,,,
B46D0802,001,28-05-2012,306,209,1758,,,,,,
B46D0802,001,29-05-2012,308,211,1756,,,,,,
B46D0802,001,30-05-2012,308,211,1756,,,,,,
B46D0802,001,31-05-2012,314,217,1750,,,,,,
B46D0802,001,01-06-2012,318,221,1746,,,,,,
B46D0802,001,02-06-2012,306,209,1758,,,,,,
B46D0802,001,03-06-2012,300,203,1764,,,,,,
B46D0802,001,04-06-2012,310,213,1754,,,,,,
B46D0802,001,05-06-2012,314,217,1750,,,,,,
B46D0802,001,06-06-2012,309,212,1755,,,,,,
B46D0802,001,07-06-2012,311,214,1753,,,,,,
B46D0802,001,08-06-2012,311,214,1753,,,,,,
B46D0802,001,09-06-2012,307,210,1757,,,,,,
B46D0802,001,10-06-2012,292,195,1772,,,,,,
B46D0802,001,11-06-2012,294,197,1770,,,,,,
B46D0802,001,12-06-2012,315,218,1749,,,,,,
B46D0802,001,13-06-2012,315,218,1749,,,,,,
B46D0802,001,14-06-2012,311,214,1753,,,,,,
B46D0802,001,15-06-2012,304,207,1760,,,,,,
B46D0802,001,16-06-2012,303,206,1761,,,,,,
B46D0802,001,17-06-2012,298,201,1766,,,,,,
B46D0802,001,18-06-2012,303,206,1761,,,,,,
B46D0802,001,19-06-2012,297,200,1767,,,,,,
B46D0802,001,20-06-2012,314,217,1750,,,,,,
B46D0802,001,21-06-2012,300,203,1764,,,,,,
B46D0802,001,22-06-2012,305,208,1759,,,,,,
B46D0802,001,23-06-2012,311,214,1753,,,,,,
B46D0802,001,24-06-2012,290,193,1774,,,,,,
B46D0802,001,25-06-2012,297,200,1767,,,,,,
B46D0802,001,26-06-2012,329,232,1735,,,,,,
B46D0802,001,27-06-2012,342,245,1722,,,,,,
B46D0802,001,28-06-2012,343,246,1721,,,,,,
B46D0802,001,29-06-2012,339,242,1725,,,,,,
B46D0802,001,30-06-2012,335,238,1729,,,,,,
B46D0802,001,01-07-2012,322,225,1742,,,,,,
B46D0802,001,02-07-2012,330,233,1734,,,,,,
B46D0802,001,03-07-2012,352,255,1712,,,,,,
B46D0802,001,04-07-2012,359,262,1705,,,,,,
B46D0802,001,05-07-2012,360,263,1704,,,,,,
B46D0802,001,06-07-2012,363,266,1701,,,,,,
B46D0802,001,07-07-2012,363,266,1701,,,,,,
B46D0802,001,08-07-2012,354,257,1710,,,,,,
B46D0802,001,09-07-2012,360,263,1704,,,,,,
B46D0802,001,10-07-2012,348,251,1716,,,,,,
B46D0802,001,11-07-2012,354,257,1710,,,,,,
B46D0802,001,12-07-2012,354,257,1710,,,,,,
B46D0802,001,13-07-2012,349,252,1715,,,,,,
B46D0802,001,14-07-2012,339,242,1725,,,,,,
B46D0802,001,15-07-2012,342,245,1722,,,,,,
B46D0802,001,16-07-2012,339,242,1725,,,,,,
B46D0802,001,17-07-2012,353,256,1711,,,,,,
B46D0802,001,18-07-2012,353,256,1711,,,,,,
B46D0802,001,19-07-2012,335,238,1729,,,,,,
B46D0802,001,20-07-2012,341,244,1723,,,,,,
B46D0802,001,21-07-2012,352,255,1712,,,,,,
B46D0802,001,22-07-2012,357,260,1707,,,,,,
B46D0802,001,23-07-2012,359,262,1705,,,,,,
B46D0802,001,24-07-2012,360,263,1704,,,,,,
B46D0802,001,25-07-2012,357,260,1707,,,,,,
B46D0802,001,26-07-2012,349,252,1715,,,,,,
B46D0802,001,27-07-2012,337,240,1727,,,,,,
B46D0802,001,28-07-2012,329,232,1735,,,,,,
B46D0802,001,29-07-2012,323,226,1741,,,,,,
B46D0802,001,30-07-2012,318,221,1746,,,,,,
B46D0802,001,31-07-2012,315,218,1749,,,,,,
B46D0802,001,01-08-2012,309,212,1755,,,,,,
B46D0802,001,02-08-2012,309,212,1755,,,,,,
B46D0802,001,03-08-2012,307,210,1757,,,,,,
B46D0802,001,04-08-2012,306,209,1758,,,,,,
B46D0802,001,05-08-2012,304,207,1760,,,,,,
B46D0802,001,06-08-2012,304,207,1760,,,,,,
B46D0802,001,07-08-2012,307,210,1757,,,,,,
B46D0802,001,08-08-2012,307,210,1757,,,,,,
B46D0802,001,09-08-2012,306,209,1758,,,,,,
B46D0802,001,10-08-2012,306,209,1758,,,,,,
B46D0802,001,11-08-2012,305,208,1759,,,,,,
B46D0802,001,12-08-2012,303,206,1761,,,,,,
B46D0802,001,13-08-2012,305,208,1759,,,,,,
B46D0802,001,14-08-2012,305,208,1759,,,,,,
B46D0802,001,15-08-2012,304,207,1760,,,,,,
B46D0802,001,16-08-2012,310,213,1754,,,,,,
B46D0802,001,17-08-2012,310,213,1754,,,,,,
B46D0802,001,18-08-2012,310,213,1754,,,,,,
B46D0802,001,19-08-2012,312,215,1752,,,,,,
B46D0802,001,20-08-2012,316,219,1748,,,,,,
B46D0802,001,21-08-2012,315,218,1749,,,,,,
B46D0802,001,22-08-2012,317,220,1747,,,,,,
B46D0802,001,23-08-2012,317,220,1747,,,,,,
B46D0802,001,24-08-2012,315,218,1749,,,,,,
B46D0802,001,25-08-2012,316,219,1748,,,,,,
B46D0802,001,26-08-2012,320,223,1744,,,,,,
B46D0802,001,27-08-2012,320,223,1744,,,,,,
B46D0802,001,28-08-2012,318,221,1746,,,,,,
B46D0802,001,29-08-2012,317,220,1747,,,,,,
B46D0802,001,30-08-2012,319,222,1745,,,,,,
B46D0802,001,31-08-2012,323,226,1741,,,,,,
B46D0802,001,01-09-2012,322,225,1742,,,,,,
B46D0802,001,02-09-2012,321,224,1743,,,,,,
B46D0802,001,03-09-2012,322,225,1742,,,,,,
B46D0802,001,04-09-2012,322,225,1742,,,,,,
B46D0802,001,05-09-2012,323,226,1741,,,,,,
B46D0802,001,06-09-2012,325,228,1739,,,,,,
B46D0802,001,07-09-2012,324,227,1740,,,,,,
B46D0802,001,08-09-2012,324,227,1740,,,,,,
B46D0802,001,09-09-2012,322,225,1742,,,,,,
B46D0802,001,10-09-2012,325,228,1739,,,,,,
B46D0802,001,11-09-2012,325,228,1739,,,,,,
B46D0802,001,12-09-2012,326,229,1738,,,,,,
B46D0802,001,13-09-2012,328,231,1736,,,,,,
B46D0802,001,14-09-2012,324,227,1740,,,,,,
B46D0802,001,15-09-2012,329,232,1735,,,,,,
B46D0802,001,16-09-2012,327,230,1737,,,,,,
B46D0802,001,17-09-2012,328,231,1736,,,,,,
B46D0802,001,18-09-2012,328,231,1736,,,,,,
B46D0802,001,19-09-2012,331,234,1733,,,,,,
B46D0802,001,20-09-2012,330,233,1734,,,,,,
B46D0802,001,21-09-2012,328,231,1736,,,,,,
B46D0802,001,22-09-2012,331,234,1733,,,,,,
B46D0802,001,23-09-2012,329,232,1735,,,,,,
B46D0802,001,24-09-2012,319,222,1745,,,,,,
B46D0802,001,25-09-2012,324,227,1740,,,,,,
B46D0802,001,26-09-2012,325,228,1739,,,,,,
B46D0802,001,27-09-2012,326,229,1738,,,,,,
B46D0802,001,28-09-2012,328,231,1736,,,,,,
B46D0802,001,29-09-2012,326,229,1738,,,,,,
B46D0802,001,30-09-2012,326,229,1738,,,,,,
B46D0802,001,01-10-2012,323,226,1741,,,,,,
B46D0802,001,02-10-2012,324,227,1740,,,,,,
B46D0802,001,03-10-2012,322,225,1742,,,,,,
B46D0802,001,04-10-2012,321,224,1743,,,,,,
B46D0802,001,05-10-2012,318,221,1746,,,,,,
B46D0802,001,06-10-2012,319,222,1745,,,,,,
B46D0802,001,07-10-2012,318,221,1746,,,,,,
B46D0802,001,08-10-2012,313,216,1751,,,,,,
B46D0802,001,09-10-2012,312,215,1752,,,,,,
B46D0802,001,10-10-2012,311,214,1753,,,,,,
B46D0802,001,11-10-2012,307,210,1757,,,,,,
B46D0802,001,12-10-2012,307,210,1757,,,,,,
B46D0802,001,13-10-2012,306,209,1758,,,,,,
B46D0802,001,14-10-2012,303,206,1761,,,,,,
B46D0802,001,15-10-2012,306,209,1758,,,,,,
B46D0802,001,16-10-2012,302,205,1762,,,,,,
B46D0802,001,17-10-2012,302,205,1762,,,,,,
B46D0802,001,18-10-2012,302,205,1762,,,,,,
B46D0802,001,19-10-2012,302,205,1762,,,,,,
B46D0802,001,20-10-2012,304,207,1760,,,,,,
B46D0802,001,21-10-2012,302,205,1762,,,,,,
B46D0802,001,22-10-2012,302,205,1762,,,,,,
B46D0802,001,23-10-2012,302,205,1762,,,,,,
B46D0802,001,24-10-2012,300,203,1764,,,,,,
B46D0802,001,25-10-2012,299,202,1765,,,,,,
B46D0802,001,26-10-2012,297,200,1767,,,,,,
B46D0802,001,27-10-2012,300,203,1764,,,,,,
B46D0802,001,28-10-2012,301,204,1763,,,,,,
B46D0802,001,29-10-2012,298,201,1766,,,,,,
B46D0802,001,30-10-2012,297,200,1767,,,,,,
B46D0802,001,31-10-2012,295,198,1769,,,,,,
B46D0802,001,01-11-2012,291,194,1773,,,,,,
B46D0802,001,02-11-2012,299,202,1765,,,,,,
B46D0802,001,03-11-2012,297,200,1767,,,,,,
B46D0802,001,04-11-2012,295,198,1769,,,,,,
B46D0802,001,05-11-2012,298,201,1766,,,,,,
B46D0802,001,06-11-2012,301,204,1763,,,,,,
B46D0802,001,07-11-2012,300,203,1764,,,,,,
B46D0802,001,08-11-2012,295,198,1769,,,,,,
B46D0802,001,09-11-2012,293,196,1771,,,,,,
B46D0802,001,10-11-2012,289,192,1775,,,,,,
B46D0802,001,11-11-2012,296,199,1768,,,,,,
B46D0802,001,12-11-2012,298,201,1766,,,,,,
B46D0802,001,13-11-2012,298,201,1766,,,,,,
B46D0802,001,14-11-2012,295,198,1769,,,,,,
B46D0802,001,15-11-2012,293,196,1771,,,,,,
B46D0802,001,16-11-2012,291,194,1773,,,,,,
B46D0802,001,17-11-2012,289,192,1775,,,,,,
B46D0802,001,18-11-2012,293,196,1771,,,,,,
B46D0802,001,19-11-2012,292,195,1772,,,,,,
B46D0802,001,20-11-2012,292,195,1772,,,,,,
B46D0802,001,21-11-2012,290,193,1774,,,,,,
B46D0802,001,22-11-2012,294,197,1770,,,,,,
B46D0802,001,23-11-2012,291,194,1773,,,,,,
B46D0802,001,24-11-2012,293,196,1771,,,,,,
B46D0802,001,25-11-2012,291,194,1773,,,,,,
B46D0802,001,26-11-2012,288,191,1776,,,,,,
B46D0802,001,27-11-2012,290,193,1774,,,,,,
B46D0802,001,28-11-2012,291,194,1773,,,,,,
B46D0802,001,29-11-2012,291,194,1773,,,,,,
B46D0802,001,30-11-2012,292,195,1772,,,,,,
B46D0802,001,01-12-2012,292,195,1772,,,,,,
B46D0802,001,02-12-2012,292,195,1772,,,,,,
B46D0802,001,03-12-2012,288,191,1776,,,,,,
B46D0802,001,04-12-2012,287,190,1777,,,,,,
B46D0802,001,05-12-2012,290,193,1774,,,,,,
B46D0802,001,06-12-2012,293,196,1771,,,,,,
B46D0802,001,07-12-2012,284,187,1780,,,,,,
B46D0802,001,08-12-2012,295,198,1769,,,,,,
B46D0802,001,09-12-2012,286,189,1778,,,,,,
B46D0802,001,10-12-2012,287,190,1777,,,,,,
B46D0802,001,11-12-2012,285,188,1779,,,,,,
B46D0802,001,12-12-2012,279,182,1785,,,,,,
B46D0802,001,13-12-2012,275,178,1789,,,,,,
B46D0802,001,14-12-2012,271,174,1793,,,,,,
B46D0802,001,15-12-2012,274,177,1790,,,,,,
B46D0802,001,16-12-2012,272,175,1792,,,,,,
B46D0802,001,17-12-2012,268,171,1796,,,,,,
B46D0802,001,18-12-2012,269,172,1795,,,,,,
B46D0802,001,19-12-2012,268,171,1796,,,,,,
B46D0802,001,20-12-2012,260,163,1804,,,,,,
B46D0802,001,21-12-2012,260,163,1804,,,,,,
B46D0802,001,22-12-2012,256,159,1808,,,,,,
B46D0802,001,23-12-2012,249,152,1815,,,,,,
B46D0802,001,24-12-2012,235,138,1829,,,,,,
B46D0802,001,25-12-2012,230,133,1834,,,,,,
B46D0802,001,26-12-2012,226,129,1838,,,,,,
B46D0802,001,27-12-2012,218,121,1846,,,,,,
B46D0802,001,28-12-2012,224,127,1840,,,,,,
B46D0802,001,29-12-2012,215,118,1849,,,,,,
B46D0802,001,30-12-2012,218,121,1846,,,,,,
B46D0802,001,31-12-2012,215,118,1849,,,,,,
B46D0802,001,01-01-2013,215,118,1849,,,,,,
B46D0802,001,02-01-2013,216,119,1848,,,,,,
B46D0802,001,03-01-2013,215,118,1849,,,,,,
B46D0802,001,04-01-2013,214,117,1850,,,,,,
B46D0802,001,05-01-2013,213,116,1851,,,,,,
B46D0802,001,06-01-2013,212,115,1852,,,,,,
B46D0802,001,07-01-2013,212,115,1852,,,,,,
B46D0802,001,08-01-2013,213,116,1851,,,,,,
B46D0802,001,09-01-2013,212,115,1852,,,,,,
B46D0802,001,10-01-2013,210,113,1854,,,,,,
B46D0802,001,11-01-2013,214,117,1850,,,,,,
B46D0802,001,12-01-2013,213,116,1851,,,,,,
B46D0802,001,13-01-2013,215,118,1849,,,,,,
B46D0802,001,14-01-2013,215,118,1849,,,,,,
B46D0802,001,15-01-2013,215,118,1849,,,,,,
B46D0802,001,16-01-2013,220,123,1844,,,,,,
B46D0802,001,17-01-2013,225,128,1839,,,,,,
B46D0802,001,18-01-2013,219,122,1845,,,,,,
B46D0802,001,19-01-2013,218,121,1846,,,,,,
B46D0802,001,20-01-2013,219,122,1845,,,,,,
B46D0802,001,21-01-2013,224,127,1840,,,,,,
B46D0802,001,22-01-2013,229,132,1835,,,,,,
B46D0802,001,23-01-2013,231,134,1833,,,,,,
B46D0802,001,24-01-2013,234,137,1830,,,,,,
B46D0802,001,25-01-2013,236,139,1828,,,,,,
B46D0802,001,26-01-2013,231,134,1833,,,,,,
B46D0802,001,27-01-2013,227,130,1837,,,,,,
B46D0802,001,28-01-2013,232,135,1832,,,,,,
B46D0802,001,29-01-2013,223,126,1841,,,,,,
B46D0802,001,30-01-2013,212,115,1852,,,,,,
B46D0802,001,31-01-2013,208,111,1856,,,,,,
B46D0802,001,01-02-2013,203,106,1861,,,,,,
B46D0802,001,02-02-2013,206,109,1858,,,,,,
B46D0802,001,03-02-2013,202,105,1862,,,,,,
B46D0802,001,04-02-2013,200,103,1864,,,,,,
B46D0802,001,05-02-2013,196,99,1868,,,,,,
B46D0802,001,06-02-2013,200,103,1864,,,,,,
B46D0802,001,07-02-2013,198,101,1866,,,,,,
B46D0802,001,08-02-2013,196,99,1868,,,,,,
B46D0802,001,09-02-2013,194,97,1870,,,,,,
B46D0802,001,10-02-2013,191,94,1873,,,,,,
B46D0802,001,11-02-2013,193,96,1871,,,,,,
B46D0802,001,12-02-2013,200,103,1864,,,,,,
B46D0802,001,13-02-2013,205,108,1859,,,,,,
B46D0802,001,14-02-2013,199,102,1865,,,,,,
B46D0802,001,15-02-2013,205,108,1859,,,,,,
B46D0802,001,16-02-2013,204,107,1860,,,,,,
B46D0802,001,17-02-2013,199,102,1865,,,,,,
B46D0802,001,18-02-2013,198,101,1866,,,,,,
B46D0802,001,19-02-2013,197,100,1867,,,,,,
B46D0802,001,20-02-2013,203,106,1861,,,,,,
B46D0802,001,21-02-2013,204,107,1860,,,,,,
B46D0802,001,22-02-2013,204,107,1860,,,,,,
B46D0802,001,23-02-2013,206,109,1858,,,,,,
B46D0802,001,24-02-2013,209,112,1855,,,,,,
B46D0802,001,25-02-2013,213,116,1851,,,,,,
B46D0802,001,26-02-2013,215,118,1849,,,,,,
B46D0802,001,27-02-2013,213,116,1851,,,,,,
B46D0802,001,28-02-2013,212,115,1852,,,,,,
B46D0802,001,01-03-2013,212,115,1852,,,,,,
B46D0802,001,02-03-2013,214,117,1850,,,,,,
B46D0802,001,03-03-2013,215,118,1849,,,,,,
B46D0802,001,04-03-2013,213,116,1851,,,,,,
B46D0802,001,05-03-2013,213,116,1851,,,,,,
B46D0802,001,06-03-2013,214,117,1850,,,,,,
B46D0802,001,07-03-2013,216,119,1848,,,,,,
B46D0802,001,08-03-2013,219,122,1845,,,,,,
B46D0802,001,09-03-2013,219,122,1845,,,,,,
B46D0802,001,10-03-2013,211,114,1853,,,,,,
B46D0802,001,11-03-2013,211,114,1853,,,,,,
B46D0802,001,12-03-2013,211,114,1853,,,,,,
B46D0802,001,13-03-2013,214,117,1850,,,,,,
B46D0802,001,14-03-2013,219,122,1845,,,,,,
B46D0802,001,15-03-2013,219,122,1845,,,,,,
B46D0802,001,16-03-2013,217,120,1847,,,,,,
B46D0802,001,17-03-2013,215,118,1849,,,,,,
B46D0802,001,18-03-2013,215,118,1849,,,,,,
B46D0802,001,19-03-2013,222,125,1842,,,,,,
B46D0802,001,20-03-2013,224,127,1840,,,,,,
B46D0802,001,21-03-2013,226,129,1838,,,,,,
B46D0802,001,22-03-2013,220,123,1844,,,,,,
B46D0802,001,23-03-2013,220,123,1844,,,,,,
B46D0802,001,24-03-2013,223,126,1841,,,,,,
B46D0802,001,25-03-2013,225,128,1839,,,,,,
B46D0802,001,26-03-2013,226,129,1838,,,,,,
B46D0802,001,27-03-2013,228,131,1836,,,,,,
B46D0802,001,28-03-2013,229,132,1835,,,,,,
B46D0802,001,29-03-2013,231,134,1833,,,,,,
B46D0802,001,30-03-2013,232,135,1832,,,,,,
B46D0802,001,31-03-2013,236,139,1828,,,,,,
B46D0802,001,01-04-2013,235,138,1829,,,,,,
B46D0802,001,02-04-2013,237,140,1827,,,,,,
B46D0802,001,03-04-2013,239,142,1825,,,,,,
B46D0802,001,04-04-2013,239,142,1825,,,,,,
B46D0802,001,05-04-2013,241,144,1823,,,,,,
B46D0802,001,06-04-2013,245,148,1819,,,,,,
B46D0802,001,07-04-2013,244,147,1820,,,,,,
B46D0802,001,08-04-2013,237,140,1827,,,,,,
B46D0802,001,09-04-2013,238,141,1826,,,,,,
B46D0802,001,10-04-2013,244,147,1820,,,,,,
B46D0802,001,11-04-2013,239,142,1825,,,,,,
B46D0802,001,12-04-2013,239,142,1825,,,,,,
B46D0802,001,13-04-2013,247,150,1817,,,,,,
B46D0802,001,14-04-2013,246,149,1818,,,,,,
B46D0802,001,15-04-2013,247,150,1817,,,,,,
B46D0802,001,16-04-2013,245,148,1819,,,,,,
B46D0802,001,17-04-2013,244,147,1820,,,,,,
B46D0802,001,18-04-2013,245,148,1819,,,,,,
B46D0802,001,19-04-2013,250,153,1814,,,,,,
B46D0802,001,20-04-2013,250,153,1814,,,,,,
B46D0802,001,21-04-2013,245,148,1819,,,,,,
B46D0802,001,22-04-2013,248,151,1816,,,,,,
B46D0802,001,23-04-2013,251,154,1813,,,,,,
B46D0802,001,24-04-2013,251,154,1813,,,,,,
B46D0802,001,25-04-2013,252,155,1812,,,,,,
B46D0802,001,26-04-2013,247,150,1817,,,,,,
B46D0802,001,27-04-2013,248,151,1816,,,,,,
B46D0802,001,28-04-2013,252,155,1812,,,,,,
B46D0802,001,29-04-2013,253,156,1811,,,,,,
B46D0802,001,30-04-2013,255,158,1809,,,,,,
B46D0802,001,01-05-2013,254,157,1810,,,,,,
B46D0802,001,02-05-2013,255,158,1809,,,,,,
B46D0802,001,03-05-2013,255,158,1809,,,,,,
B46D0802,001,04-05-2013,257,160,1807,,,,,,
B46D0802,001,05-05-2013,259,162,1805,,,,,,
B46D0802,001,06-05-2013,257,160,1807,,,,,,
B46D0802,001,07-05-2013,258,161,1806,,,,,,
B46D0802,001,08-05-2013,257,160,1807,,,,,,
B46D0802,001,09-05-2013,260,163,1804,,,,,,
B46D0802,001,10-05-2013,261,164,1803,,,,,,
B46D0802,001,11-05-2013,261,164,1803,,,,,,
B46D0802,001,12-05-2013,263,166,1801,,,,,,
B46D0802,001,13-05-2013,261,164,1803,,,,,,
B46D0802,001,14-05-2013,261,164,1803,,,,,,
B46D0802,001,15-05-2013,258,161,1806,,,,,,
B46D0802,001,16-05-2013,260,163,1804,,,,,,
B46D0802,001,17-05-2013,258,161,1806,,,,,,
B46D0802,001,18-05-2013,257,160,1807,,,,,,
B46D0802,001,19-05-2013,256,159,1808,,,,,,
B46D0802,001,20-05-2013,257,160,1807,,,,,,
B46D0802,001,21-05-2013,259,162,1805,,,,,,
B46D0802,001,22-05-2013,261,164,1803,,,,,,
B46D0802,001,23-05-2013,257,160,1807,,,,,,
B46D0802,001,24-05-2013,259,162,1805,,,,,,
B46D0802,001,25-05-2013,263,166,1801,,,,,,
B46D0802,001,26-05-2013,262,165,1802,,,,,,
B46D0802,001,27-05-2013,262,165,1802,,,,,,
B46D0802,001,28-05-2013,260,163,1804,,,,,,
B46D0802,001,29-05-2013,263,166,1801,,,,,,
B46D0802,001,30-05-2013,266,169,1798,,,,,,
B46D0802,001,31-05-2013,266,169,1798,,,,,,
B46D0802,001,01-06-2013,269,172,1795,,,,,,
B46D0802,001,02-06-2013,270,173,1794,,,,,,
B46D0802,001,03-06-2013,271,174,1793,,,,,,
B46D0802,001,04-06-2013,269,172,1795,,,,,,
B46D0802,001,05-06-2013,270,173,1794,,,,,,
B46D0802,001,06-06-2013,272,175,1792,,,,,,
B46D0802,001,07-06-2013,273,176,1791,,,,,,
B46D0802,001,08-06-2013,275,178,1789,,,,,,
B46D0802,001,09-06-2013,275,178,1789,,,,,,
B46D0802,001,10-06-2013,277,180,1787,,,,,,
